genoName,genoStart,genoEnd,strand,repName,repClass,repFamily,repStart,repEnd
chrX,7975310,7976047,+,HERVL-int,LTR,ERVL,438,1175
chrX,7976043,7979473,+,HERVL-int,LTR,ERVL,2205,5654
chrX,8137199,8137625,-,HERVL-int,LTR,ERVL,-5226,428
chrX,9090836,9092255,-,HERVL-int,LTR,ERVL,-1400,4254
chrX,9809501,9809679,-,HERVL-int,LTR,ERVL,0,5654
chrX,9809975,9815382,-,HERVL-int,LTR,ERVL,-185,5469
chrX,15022035,15022066,-,HERVL-int,LTR,ERVL,-2487,3167
chrX,15022434,15022620,-,HERVL-int,LTR,ERVL,-2484,3170
chrX,15199980,15200519,-,HERVL-int,LTR,ERVL,-2431,3223
chrX,20036983,20037072,-,HERVL-int,LTR,ERVL,-5564,90
chrX,20037206,20039536,+,HERVL-int,LTR,ERVL,3361,5714
chrX,20868778,20870731,+,HERVL-int,LTR,ERVL,1,1950
chrX,20870722,20872282,+,HERVL-int,LTR,ERVL,2151,3710
chrX,25525669,25525764,+,HERVL-int,LTR,ERVL,5195,5288
chrX,36637756,36638023,+,HERVL-int,LTR,ERVL,3350,3629
chrX,38745954,38747020,-,HERVL-int,LTR,ERVL,-1562,4092
chrX,42573053,42574003,+,HERVL-int,LTR,ERVL,4666,5654
chrX,45734541,45735079,-,HERVL-int,LTR,ERVL,-2935,2719
chrX,45736544,45736651,-,HERVL-int,LTR,ERVL,-3391,2263
chrX,47985709,47986591,+,HERVL-int,LTR,ERVL,4774,5654
chrX,55614399,55614558,+,HERVL-int,LTR,ERVL,4862,5022
chrX,55615150,55619196,-,HERVL-int,LTR,ERVL,0,5654
chrX,56668872,56671787,-,HERVL-int,LTR,ERVL,0,5654
chrX,56672076,56673692,-,HERVL-int,LTR,ERVL,-2911,2743
chrX,56679850,56680750,-,HERVL-int,LTR,ERVL,-4687,967
chrX,57042207,57044736,-,HERVL-int,LTR,ERVL,0,5654
chrX,57044735,57046193,-,HERVL-int,LTR,ERVL,-3128,2526
chrX,58046961,58047152,+,HERVL-int,LTR,ERVL,3,193
chrX,58048229,58049321,+,HERVL-int,LTR,ERVL,185,1304
chrX,58049700,58051603,+,HERVL-int,LTR,ERVL,1305,3210
chrX,58051600,58051991,+,HERVL-int,LTR,ERVL,5258,5654
chrX,63310272,63313527,-,HERVL-int,LTR,ERVL,0,5654
chrX,63314192,63316507,-,HERVL-int,LTR,ERVL,-3273,2381
chrX,63627466,63630720,-,HERVL-int,LTR,ERVL,0,5654
chrX,63630879,63633206,-,HERVL-int,LTR,ERVL,-3242,2412
chrX,64451161,64451237,-,HERVL-int,LTR,ERVL,0,5654
chrX,64451253,64454595,-,HERVL-int,LTR,ERVL,-2287,3367
chrX,64626629,64631703,+,HERVL-int,LTR,ERVL,1,5104
chrX,64631702,64632056,+,HERVL-int,LTR,ERVL,5291,5654
chrX,64737756,64743413,-,HERVL-int,LTR,ERVL,0,5654
chrX,66392933,66396504,+,HERVL-int,LTR,ERVL,2049,5654
chrX,66480268,66480535,-,HERVL-int,LTR,ERVL,0,5654
chrX,66481810,66487079,-,HERVL-int,LTR,ERVL,-274,5380
chrX,66534625,66535542,+,HERVL-int,LTR,ERVL,1,916
chrX,66536636,66541304,+,HERVL-int,LTR,ERVL,905,5584
chrX,66541635,66541712,+,HERVL-int,LTR,ERVL,5585,5653
chrX,67003548,67004842,-,HERVL-int,LTR,ERVL,0,5654
chrX,67004830,67006544,-,HERVL-int,LTR,ERVL,-2525,3129
chrX,69865691,69871287,-,HERVL-int,LTR,ERVL,0,5654
chrX,73045453,73047422,-,HERVL-int,LTR,ERVL,0,5654
chrX,73047476,73050569,-,HERVL-int,LTR,ERVL,0,3646
chrX,73165847,73165902,-,HERVL-int,LTR,ERVL,0,5654
chrX,73166117,73169645,-,HERVL-int,LTR,ERVL,-47,5607
chrX,73169636,73170482,-,HERVL-int,LTR,ERVL,-3846,1808
chrX,73170738,73171674,-,HERVL-int,LTR,ERVL,-4705,949
chrX,75392504,75393308,-,HERVL-int,LTR,ERVL,0,5654
chrX,75393298,75393727,-,HERVL-int,LTR,ERVL,-5224,430
chrX,75470398,75470480,+,HERVL-int,LTR,ERVL,209,290
chrX,75470477,75471006,+,HERVL-int,LTR,ERVL,1851,2394
chrX,75471068,75473681,+,HERVL-int,LTR,ERVL,2395,5085
chrX,75473676,75474049,+,HERVL-int,LTR,ERVL,5276,5654
chrX,75908845,75909748,+,HERVL-int,LTR,ERVL,1,911
chrX,76512302,76517961,+,HERVL-int,LTR,ERVL,1,5654
chrX,77122137,77123925,+,HERVL-int,LTR,ERVL,233,2028
chrX,77124440,77125106,+,HERVL-int,LTR,ERVL,2029,2712
chrX,77125257,77128115,+,HERVL-int,LTR,ERVL,2713,5653
chrX,78173621,78175308,-,HERVL-int,LTR,ERVL,-3946,1708
chrX,79736446,79738565,+,HERVL-int,LTR,ERVL,3505,5654
chrX,79849414,79854996,+,HERVL-int,LTR,ERVL,1,5654
chrX,80522810,80525232,+,HERVL-int,LTR,ERVL,2978,5374
chrX,80527432,80527729,+,HERVL-int,LTR,ERVL,5355,5654
chrX,81437016,81438724,-,HERVL-int,LTR,ERVL,-3948,1706
chrX,81615963,81616610,+,HERVL-int,LTR,ERVL,1,646
chrX,81616582,81621119,+,HERVL-int,LTR,ERVL,1084,5654
chrX,83172847,83174851,-,HERVL-int,LTR,ERVL,0,5654
chrX,83174843,83178270,-,HERVL-int,LTR,ERVL,-2253,3401
chrX,84697727,84697917,-,HERVL-int,LTR,ERVL,-5300,354
chrX,84697915,84697980,+,HERVL-int,LTR,ERVL,99,163
chrX,84697991,84698040,+,HERVL-int,LTR,ERVL,70,118
chrX,84698030,84698187,-,HERVL-int,LTR,ERVL,-5493,161
chrX,86306832,86312455,+,HERVL-int,LTR,ERVL,1,5654
chrX,86411434,86412678,-,HERVL-int,LTR,ERVL,-1,5653
chrX,86412671,86414863,-,HERVL-int,LTR,ERVL,-2380,3274
chrX,86414846,86414892,-,HERVL-int,LTR,ERVL,-5662,52
chrX,86553531,86553573,-,HERVL-int,LTR,ERVL,0,5654
chrX,86780551,86781646,-,HERVL-int,LTR,ERVL,-4550,1104
chrX,86872048,86875020,+,HERVL-int,LTR,ERVL,2,3000
chrX,86901315,86901354,-,HERVL-int,LTR,ERVL,-5615,39
chrX,87223272,87224922,+,HERVL-int,LTR,ERVL,1,1643
chrX,87224918,87228183,+,HERVL-int,LTR,ERVL,2378,5654
chrX,87237575,87238573,-,HERVL-int,LTR,ERVL,0,5654
chrX,87349628,87353885,-,HERVL-int,LTR,ERVL,-5,5649
chrX,87354178,87355512,-,HERVL-int,LTR,ERVL,-4296,1358
chrX,87876329,87876729,+,HERVL-int,LTR,ERVL,2616,3015
chrX,87876717,87879293,+,HERVL-int,LTR,ERVL,1778,4369
chrX,88156611,88157258,+,HERVL-int,LTR,ERVL,1,626
chrX,88157551,88158794,+,HERVL-int,LTR,ERVL,627,1884
chrX,88158790,88159769,+,HERVL-int,LTR,ERVL,4668,5654
chrX,88830990,88833143,-,HERVL-int,LTR,ERVL,-3482,2172
chrX,89088145,89088344,+,HERVL-int,LTR,ERVL,1,198
chrX,89480944,89481571,+,HERVL-int,LTR,ERVL,5004,5654
chrX,90631037,90631652,+,HERVL-int,LTR,ERVL,1,616
chrX,90631650,90633108,+,HERVL-int,LTR,ERVL,4110,5578
chrX,90694125,90699261,-,HERVL-int,LTR,ERVL,-529,5125
chrX,90820257,90820814,+,HERVL-int,LTR,ERVL,2401,2955
chrX,91059209,91064709,+,HERVL-int,LTR,ERVL,116,5654
chrX,91346321,91348706,+,HERVL-int,LTR,ERVL,3321,5714
chrX,91899534,91900600,-,HERVL-int,LTR,ERVL,0,5654
chrX,91923082,91923213,+,HERVL-int,LTR,ERVL,5520,5653
chrX,92727825,92733436,+,HERVL-int,LTR,ERVL,2,5654
chrX,93957817,93963456,+,HERVL-int,LTR,ERVL,1,5654
chrX,94079615,94080486,-,HERVL-int,LTR,ERVL,-1085,4569
chrX,94118429,94119415,+,HERVL-int,LTR,ERVL,4238,5235
chrX,94200601,94200846,-,HERVL-int,LTR,ERVL,0,5654
chrX,94477519,94479239,+,HERVL-int,LTR,ERVL,3488,5242
chrX,94554669,94555455,+,HERVL-int,LTR,ERVL,1,781
chrX,94555453,94555778,+,HERVL-int,LTR,ERVL,5324,5654
chrX,94819924,94825365,-,HERVL-int,LTR,ERVL,0,5654
chrX,94827870,94828044,-,HERVL-int,LTR,ERVL,-5476,178
chrX,94916153,94921574,+,HERVL-int,LTR,ERVL,1,5419
chrX,94922212,94922450,+,HERVL-int,LTR,ERVL,5420,5641
chrX,95712814,95712905,+,HERVL-int,LTR,ERVL,13,104
chrX,95713675,95713955,+,HERVL-int,LTR,ERVL,1,282
chrX,95713948,95715404,+,HERVL-int,LTR,ERVL,4182,5654
chrX,95959483,95961729,-,HERVL-int,LTR,ERVL,0,5654
chrX,95961715,95961838,+,HERVL-int,LTR,ERVL,4293,4414
chrX,95961845,95965179,-,HERVL-int,LTR,ERVL,-2218,3436
chrX,95965175,95965355,-,HERVL-int,LTR,ERVL,-5479,175
chrX,98655521,98661143,+,HERVL-int,LTR,ERVL,1,5654
chrX,98849834,98854397,-,HERVL-int,LTR,ERVL,0,5654
chrX,98854381,98854771,-,HERVL-int,LTR,ERVL,-5264,390
chrX,99649980,99650169,-,HERVL-int,LTR,ERVL,-4553,1101
chrX,101786900,101787042,-,HERVL-int,LTR,ERVL,0,5654
chrX,102132420,102133108,+,HERVL-int,LTR,ERVL,3315,4038
chrX,104864767,104865236,+,HERVL-int,LTR,ERVL,1868,2335
chrX,104865244,104865460,+,HERVL-int,LTR,ERVL,5436,5654
chrX,108141107,108141359,-,HERVL-int,LTR,ERVL,-1374,4280
chrX,108142910,108144115,-,HERVL-int,LTR,ERVL,0,5654
chrX,108144111,108144933,-,HERVL-int,LTR,ERVL,-1083,4571
chrX,108144932,108147978,-,HERVL-int,LTR,ERVL,-2622,3032
chrX,108477237,108477531,-,HERVL-int,LTR,ERVL,0,5654
chrX,108477841,108483159,-,HERVL-int,LTR,ERVL,-296,5358
chrX,108814480,108816788,-,HERVL-int,LTR,ERVL,0,5654
chrX,108816785,108818872,-,HERVL-int,LTR,ERVL,-3311,2343
chrX,112208914,112210123,-,HERVL-int,LTR,ERVL,-1412,4242
chrX,113760830,113763928,+,HERVL-int,LTR,ERVL,1,3110
chrX,113763925,113765026,+,HERVL-int,LTR,ERVL,4524,5654
chrX,114994262,114995322,-,HERVL-int,LTR,ERVL,-13,5641
chrX,114995318,114997441,-,HERVL-int,LTR,ERVL,-3551,2103
chrX,116820483,116821013,+,HERVL-int,LTR,ERVL,1,517
chrX,117422837,117423670,+,HERVL-int,LTR,ERVL,4816,5654
chrX,117651057,117651928,+,HERVL-int,LTR,ERVL,4763,5654
chrX,120616600,120616682,+,HERVL-int,LTR,ERVL,5067,5139
chrX,121449766,121455292,+,HERVL-int,LTR,ERVL,1,5652
chrX,121975078,121978279,+,HERVL-int,LTR,ERVL,2,3081
chrX,121978277,121980656,+,HERVL-int,LTR,ERVL,3244,5654
chrX,122198911,122200000,-,HERVL-int,LTR,ERVL,0,5654
chrX,122335514,122336851,-,HERVL-int,LTR,ERVL,0,5654
chrX,122336844,122338200,-,HERVL-int,LTR,ERVL,-4295,1359
chrX,122451734,122452546,-,HERVL-int,LTR,ERVL,-378,5276
chrX,122452535,122456807,-,HERVL-int,LTR,ERVL,-1372,4282
chrX,122609556,122612969,+,HERVL-int,LTR,ERVL,1,3423
chrX,122612967,122613562,+,HERVL-int,LTR,ERVL,3851,4443
chrX,123547923,123550123,+,HERVL-int,LTR,ERVL,3434,5646
chrX,124156646,124160293,-,HERVL-int,LTR,ERVL,0,5654
chrX,124160587,124162616,-,HERVL-int,LTR,ERVL,-3626,2028
chrX,125546704,125546872,-,HERVL-int,LTR,ERVL,0,5654
chrX,125636103,125641150,-,HERVL-int,LTR,ERVL,-574,5080
chrX,125726617,125727909,-,HERVL-int,LTR,ERVL,-1064,4590
chrX,125727956,125730360,-,HERVL-int,LTR,ERVL,-1064,3292
chrX,125730362,125730847,-,HERVL-int,LTR,ERVL,-5166,488
chrX,125732447,125732684,-,HERVL-int,LTR,ERVL,-3529,2125
chrX,125809928,125810860,-,HERVL-int,LTR,ERVL,0,5654
chrX,125810905,125811209,-,HERVL-int,LTR,ERVL,-976,4678
chrX,125811260,125812436,-,HERVL-int,LTR,ERVL,0,4360
chrX,125812880,125815607,-,HERVL-int,LTR,ERVL,-2529,3125
chrX,126035509,126035556,+,HERVL-int,LTR,ERVL,1013,1059
chrX,126035908,126039604,+,HERVL-int,LTR,ERVL,1,3696
chrX,126039618,126040157,+,HERVL-int,LTR,ERVL,3971,4511
chrX,126041410,126042552,+,HERVL-int,LTR,ERVL,4506,5654
chrX,126094093,126097350,-,HERVL-int,LTR,ERVL,0,5654
chrX,126097348,126099135,-,HERVL-int,LTR,ERVL,-3860,1794
chrX,126226683,126228720,+,HERVL-int,LTR,ERVL,3645,5654
chrX,126295852,126298917,-,HERVL-int,LTR,ERVL,-2580,3074
chrX,126939236,126940501,-,HERVL-int,LTR,ERVL,0,5654
chrX,126940495,126940921,-,HERVL-int,LTR,ERVL,-1403,4251
chrX,126940922,126944639,-,HERVL-int,LTR,ERVL,-1934,3720
chrX,126944735,126944827,-,HERVL-int,LTR,ERVL,-4554,1100
chrX,127172801,127173314,+,HERVL-int,LTR,ERVL,1,513
chrX,127207135,127208274,-,HERVL-int,LTR,ERVL,-4513,1141
chrX,127605285,127606102,+,HERVL-int,LTR,ERVL,1,829
chrX,127705987,127707048,+,HERVL-int,LTR,ERVL,1,1055
chrX,127707044,127708083,+,HERVL-int,LTR,ERVL,3858,4896
chrX,127935967,127938359,-,HERVL-int,LTR,ERVL,-2773,2881
chrX,127938664,127939181,-,HERVL-int,LTR,ERVL,-5137,517
chrX,128416092,128421742,+,HERVL-int,LTR,ERVL,28,5654
chrX,131950333,131950529,+,HERVL-int,LTR,ERVL,1,197
chrX,131950780,131951578,+,HERVL-int,LTR,ERVL,198,987
chrX,134130812,134130984,-,HERVL-int,LTR,ERVL,-1259,4395
chrX,135343181,135343231,+,HERVL-int,LTR,ERVL,1768,1817
chrX,135393967,135394237,+,HERVL-int,LTR,ERVL,4805,5068
chrX,135394528,135395108,+,HERVL-int,LTR,ERVL,5069,5654
chrX,135705381,135705433,+,HERVL-int,LTR,ERVL,1736,1788
chrX,136382107,136383069,-,HERVL-int,LTR,ERVL,0,5654
chrX,138209409,138209661,-,HERVL-int,LTR,ERVL,0,5654
chrX,138209966,138210118,-,HERVL-int,LTR,ERVL,-236,5418
chrX,139396670,139397799,+,HERVL-int,LTR,ERVL,1,1183
chrX,139398175,139402644,+,HERVL-int,LTR,ERVL,1184,5654
chrX,140255471,140261125,-,HERVL-int,LTR,ERVL,0,5654
chrX,141884529,141884978,+,HERVL-int,LTR,ERVL,1,452
chrX,141884976,141885384,+,HERVL-int,LTR,ERVL,726,1132
chrX,141885688,141890118,+,HERVL-int,LTR,ERVL,1133,5558
chrX,142916439,142922088,+,HERVL-int,LTR,ERVL,2,5654
chrX,143110986,143111574,+,HERVL-int,LTR,ERVL,3179,3767
chrX,143830959,143831221,+,HERVL-int,LTR,ERVL,4754,5016
chrX,143996910,143998807,-,HERVL-int,LTR,ERVL,0,5654
chrX,144346621,144350636,-,HERVL-int,LTR,ERVL,0,5654
chrX,145939140,145939525,+,HERVL-int,LTR,ERVL,2,396
chrX,145939574,145940453,+,HERVL-int,LTR,ERVL,397,1301
chrX,146312956,146315662,-,HERVL-int,LTR,ERVL,-893,4761
chrX,146315656,146316323,-,HERVL-int,LTR,ERVL,-3740,1914
chrX,147957481,147957686,+,HERVL-int,LTR,ERVL,4491,4727
chrX,149750661,149750734,-,HERVL-int,LTR,ERVL,-2734,2920
chrX,149751042,149753893,-,HERVL-int,LTR,ERVL,-2788,2866
chrX,151085953,151086011,-,HERVL-int,LTR,ERVL,-1665,3989
chrX,154659878,154660064,-,HERVL-int,LTR,ERVL,-1198,4456
chrX,155389040,155390985,-,HERVL-int,LTR,ERVL,-732,4922
chrX,155390979,155392387,-,HERVL-int,LTR,ERVL,-4234,1420
chrY,9175035,9175365,-,HERVL-int,LTR,ERVL,-1,5653
chrY,3137134,3137761,+,HERVL-int,LTR,ERVL,5004,5654
chrY,4208757,4213414,+,HERVL-int,LTR,ERVL,1,4713
chrY,4213448,4214301,+,HERVL-int,LTR,ERVL,4714,5578
chrY,4276298,4281429,-,HERVL-int,LTR,ERVL,-529,5125
chrY,4402142,4402698,+,HERVL-int,LTR,ERVL,2401,2955
chrY,5121635,5122698,-,HERVL-int,LTR,ERVL,0,5654
chrY,5146583,5146714,+,HERVL-int,LTR,ERVL,5520,5653
chrY,5844490,5850099,+,HERVL-int,LTR,ERVL,2,5654
chrY,6902010,6902558,-,HERVL-int,LTR,ERVL,0,5654
chrY,6903101,6905429,-,HERVL-int,LTR,ERVL,-574,5080
chrY,8106465,8106878,+,HERVL-int,LTR,ERVL,5229,5654
chrY,8303863,8304289,-,HERVL-int,LTR,ERVL,0,5654
chrY,9175669,9179021,-,HERVL-int,LTR,ERVL,-292,5362
chrY,9179026,9180862,-,HERVL-int,LTR,ERVL,-3814,1840
chrY,11469130,11471562,-,HERVL-int,LTR,ERVL,-3,5651
chrY,11471558,11472055,-,HERVL-int,LTR,ERVL,-3840,1814
chrY,11472045,11472308,-,HERVL-int,LTR,ERVL,-5391,263
chrY,13595133,13596071,-,HERVL-int,LTR,ERVL,0,5654
chrY,13596083,13598297,-,HERVL-int,LTR,ERVL,-3434,2220
chrY,13602615,13602875,-,HERVL-int,LTR,ERVL,-4152,1502
chrY,13602867,13603781,-,HERVL-int,LTR,ERVL,-4726,928
chrY,14975575,14978959,-,HERVL-int,LTR,ERVL,0,5654
chrY,14978988,14981260,-,HERVL-int,LTR,ERVL,-3388,2266
chrY,17716947,17717026,+,HERVL-int,LTR,ERVL,710,788
chrY,17901269,17903141,-,HERVL-int,LTR,ERVL,0,5654
chrY,17903135,17903524,-,HERVL-int,LTR,ERVL,-2058,3596
chrY,17903512,17903666,-,HERVL-int,LTR,ERVL,-998,4656
chrY,17903664,17905449,-,HERVL-int,LTR,ERVL,-2454,3200
chrY,17924141,17928506,+,HERVL-int,LTR,ERVL,714,5225
chrY,17928827,17929234,+,HERVL-int,LTR,ERVL,5235,5654
chrY,17976744,17977151,-,HERVL-int,LTR,ERVL,0,5654
chrY,17977472,17981837,-,HERVL-int,LTR,ERVL,-429,5225
chrY,18000557,18002342,+,HERVL-int,LTR,ERVL,1378,3200
chrY,18002340,18002494,+,HERVL-int,LTR,ERVL,4503,4656
chrY,18002482,18002871,+,HERVL-int,LTR,ERVL,3201,3596
chrY,18002865,18004737,+,HERVL-int,LTR,ERVL,3810,5654
chrY,18188985,18189064,-,HERVL-int,LTR,ERVL,-4866,788
chrY,21298050,21298213,+,HERVL-int,LTR,ERVL,1,168
chrY,21298358,21300945,+,HERVL-int,LTR,ERVL,207,2771
chrY,21645776,21646041,-,HERVL-int,LTR,ERVL,-2,5652
chrY,21646338,21646835,-,HERVL-int,LTR,ERVL,-274,5380
chrY,21646847,21649455,-,HERVL-int,LTR,ERVL,-1080,4574
chrY,21649427,21650036,-,HERVL-int,LTR,ERVL,-4168,1486
chrY,21658697,21658863,-,HERVL-int,LTR,ERVL,-4773,881
chrY,21683668,21685508,+,HERVL-int,LTR,ERVL,1,1840
chrY,21685499,21689181,+,HERVL-int,LTR,ERVL,1984,5653
chrY,22060728,22060807,+,HERVL-int,LTR,ERVL,710,788
chrY,22525585,22525664,-,HERVL-int,LTR,ERVL,-4866,788
chrY,22802301,22802710,-,HERVL-int,LTR,ERVL,0,5654
chrY,23670422,23670501,+,HERVL-int,LTR,ERVL,710,788
chrY,23869752,23870062,-,HERVL-int,LTR,ERVL,0,5654
chrY,23870070,23872242,-,HERVL-int,LTR,ERVL,-2513,3141
chrY,23872284,23873181,-,HERVL-int,LTR,ERVL,-4721,933
chrY,24070332,24072203,-,HERVL-int,LTR,ERVL,0,5654
chrY,24072197,24072586,-,HERVL-int,LTR,ERVL,-2058,3596
chrY,24072574,24072728,-,HERVL-int,LTR,ERVL,-998,4656
chrY,24072726,24074508,-,HERVL-int,LTR,ERVL,-2454,3200
chrY,24092832,24097197,+,HERVL-int,LTR,ERVL,714,5225
chrY,24097470,24097879,+,HERVL-int,LTR,ERVL,5235,5654
chrY,24436047,24436456,-,HERVL-int,LTR,ERVL,0,5654
chrY,25233653,25234062,+,HERVL-int,LTR,ERVL,5234,5654
chrY,25572256,25572665,-,HERVL-int,LTR,ERVL,0,5654
chrY,25572938,25577303,-,HERVL-int,LTR,ERVL,-429,5225
chrY,25595626,25597408,+,HERVL-int,LTR,ERVL,1378,3200
chrY,25597406,25597560,+,HERVL-int,LTR,ERVL,4503,4656
chrY,25597548,25597937,+,HERVL-int,LTR,ERVL,3201,3596
chrY,25597931,25599802,+,HERVL-int,LTR,ERVL,3810,5654
chrY,25796926,25797823,+,HERVL-int,LTR,ERVL,1,932
chrY,25797865,25800037,+,HERVL-int,LTR,ERVL,933,3140
chrY,25800045,25800355,+,HERVL-int,LTR,ERVL,5339,5654
chrY,25999574,25999653,-,HERVL-int,LTR,ERVL,-4866,788
chr10,104462633,104468144,+,HERVL-int,LTR,ERVL,1,5537
chr10,109312423,109314771,-,HERVL-int,LTR,ERVL,0,5654
chr10,98308,98463,-,HERVL-int,LTR,ERVL,-4321,1333
chr10,98767,99951,-,HERVL-int,LTR,ERVL,-4477,1177
chr10,5115588,5116572,-,HERVL-int,LTR,ERVL,0,5654
chr10,5116565,5116836,-,HERVL-int,LTR,ERVL,-1742,3912
chr10,9409358,9410921,+,HERVL-int,LTR,ERVL,4120,5654
chr10,13650717,13650760,-,HERVL-int,LTR,ERVL,-5195,459
chr10,16165423,16167378,-,HERVL-int,LTR,ERVL,0,5654
chr10,16167827,16171514,-,HERVL-int,LTR,ERVL,-1944,3710
chr10,16447744,16449379,-,HERVL-int,LTR,ERVL,-1979,3675
chr10,16449526,16449831,-,HERVL-int,LTR,ERVL,-4100,1554
chr10,16449910,16451044,-,HERVL-int,LTR,ERVL,-4100,1233
chr10,21374086,21374394,+,HERVL-int,LTR,ERVL,3185,3489
chr10,22036046,22036087,+,HERVL-int,LTR,ERVL,4559,4599
chr10,32797693,32802532,-,HERVL-int,LTR,ERVL,-828,4826
chr10,32825593,32825743,+,HERVL-int,LTR,ERVL,1,150
chr10,32825739,32826276,+,HERVL-int,LTR,ERVL,436,977
chr10,32826339,32827559,+,HERVL-int,LTR,ERVL,3284,4521
chr10,32828568,32829703,+,HERVL-int,LTR,ERVL,4507,5654
chr10,36473568,36476361,+,HERVL-int,LTR,ERVL,356,3138
chr10,38598662,38598802,+,HERVL-int,LTR,ERVL,462,607
chr10,38599138,38599329,+,HERVL-int,LTR,ERVL,2267,2463
chr10,42175947,42176138,+,HERVL-int,LTR,ERVL,2267,2463
chr10,42187210,42187472,+,HERVL-int,LTR,ERVL,1,263
chr10,42187461,42187959,+,HERVL-int,LTR,ERVL,1317,1814
chr10,42187952,42190394,+,HERVL-int,LTR,ERVL,3162,5654
chr10,43509879,43510544,-,HERVL-int,LTR,ERVL,0,5654
chr10,43510845,43514128,-,HERVL-int,LTR,ERVL,-662,4992
chr10,43514434,43515779,-,HERVL-int,LTR,ERVL,-3924,1730
chr10,43516079,43516426,-,HERVL-int,LTR,ERVL,-5305,349
chr10,45336970,45338269,+,HERVL-int,LTR,ERVL,1,1337
chr10,45338384,45341477,+,HERVL-int,LTR,ERVL,1338,4523
chr10,48991348,48995915,-,HERVL-int,LTR,ERVL,0,5654
chr10,48996226,48997294,-,HERVL-int,LTR,ERVL,-4556,1098
chr10,51407230,51409574,-,HERVL-int,LTR,ERVL,0,5654
chr10,51409870,51410096,-,HERVL-int,LTR,ERVL,-2365,3289
chr10,54102315,54104556,-,HERVL-int,LTR,ERVL,-3073,2581
chr10,54104866,54105203,-,HERVL-int,LTR,ERVL,-5295,359
chr10,57135334,57136723,+,HERVL-int,LTR,ERVL,1,1410
chr10,57136795,57140974,+,HERVL-int,LTR,ERVL,1411,5654
chr10,61566019,61568973,-,HERVL-int,LTR,ERVL,-2,5652
chr10,61569215,61571867,-,HERVL-int,LTR,ERVL,-2953,2701
chr10,62649473,62649635,+,HERVL-int,LTR,ERVL,5493,5654
chr10,64888021,64890115,+,HERVL-int,LTR,ERVL,1084,3245
chr10,64890410,64892401,+,HERVL-int,LTR,ERVL,3246,5246
chr10,64892479,64892583,+,HERVL-int,LTR,ERVL,5325,5428
chr10,65504007,65509618,-,HERVL-int,LTR,ERVL,0,5654
chr10,65699936,65700150,+,HERVL-int,LTR,ERVL,5049,5261
chr10,71002163,71002380,+,HERVL-int,LTR,ERVL,3849,4063
chr10,71017230,71021414,-,HERVL-int,LTR,ERVL,0,5654
chr10,71021417,71021571,-,HERVL-int,LTR,ERVL,-4709,945
chr10,71021571,71022992,-,HERVL-int,LTR,ERVL,-4209,1445
chr10,81204549,81205218,+,HERVL-int,LTR,ERVL,1,667
chr10,83971633,83977263,-,HERVL-int,LTR,ERVL,-1,5653
chr10,84322906,84324472,+,HERVL-int,LTR,ERVL,4119,5654
chr10,84882183,84885694,-,HERVL-int,LTR,ERVL,-7,5647
chr10,85030148,85035743,+,HERVL-int,LTR,ERVL,1,5654
chr10,87635089,87638312,-,HERVL-int,LTR,ERVL,0,5654
chr10,87638556,87638667,-,HERVL-int,LTR,ERVL,-4520,1134
chr10,87639471,87640421,-,HERVL-int,LTR,ERVL,-4628,1026
chr10,87750136,87750276,+,HERVL-int,LTR,ERVL,3406,3548
chr10,90546075,90551641,+,HERVL-int,LTR,ERVL,1,5654
chr10,90605416,90611050,-,HERVL-int,LTR,ERVL,0,5654
chr10,93229337,93234936,-,HERVL-int,LTR,ERVL,0,5654
chr10,93235240,93235283,-,HERVL-int,LTR,ERVL,-5617,37
chr10,94650939,94655169,+,HERVL-int,LTR,ERVL,5,4347
chr10,94655150,94655249,-,HERVL-int,LTR,ERVL,-1260,4394
chr10,104468147,104468317,-,HERVL-int,LTR,ERVL,-5485,169
chr10,105422116,105426397,-,HERVL-int,LTR,ERVL,0,5654
chr10,105426394,105427021,-,HERVL-int,LTR,ERVL,-4457,1197
chr10,105427289,105427856,-,HERVL-int,LTR,ERVL,-5085,569
chr10,107660926,107663340,+,HERVL-int,LTR,ERVL,1,2381
chr10,107663333,107663755,+,HERVL-int,LTR,ERVL,5228,5654
chr10,108430075,108431523,-,HERVL-int,LTR,ERVL,0,5654
chr10,108431520,108432542,-,HERVL-int,LTR,ERVL,-1561,4093
chr10,108889863,108891212,-,HERVL-int,LTR,ERVL,-2,5652
chr10,108891215,108893944,-,HERVL-int,LTR,ERVL,-1915,3739
chr10,111668620,111669964,-,HERVL-int,LTR,ERVL,-1,5653
chr10,111669960,111670989,-,HERVL-int,LTR,ERVL,-2427,3227
chr10,111675609,111677213,+,HERVL-int,LTR,ERVL,1,1604
chr10,123814554,123814743,+,HERVL-int,LTR,ERVL,1,187
chr10,123815036,123816237,+,HERVL-int,LTR,ERVL,188,1383
chr10,123816231,123819795,+,HERVL-int,LTR,ERVL,2087,5654
chr10,125622102,125622611,-,HERVL-int,LTR,ERVL,0,5654
chr10,125622667,125623271,-,HERVL-int,LTR,ERVL,-517,5137
chr10,132672116,132672275,+,HERVL-int,LTR,ERVL,5349,5508
chr10,132672826,132675060,-,HERVL-int,LTR,ERVL,-351,5303
chr10,133496168,133496880,-,HERVL-int,LTR,ERVL,-324,5330
chr10,133497878,133500000,-,HERVL-int,LTR,ERVL,-1033,4621
